id,cip_prefix,completions
134097,42,875
134097,43,734
134097,44,221
134097,45,1366
134097,50,580
134097,51,1501
134097,52,2863
134097,54,92
134097,99,13746
134130,01,848
134130,03,322
134130,04,268
134130,05,76
134130,09,1141
134130,11,1037
134130,13,906
134130,14,2329
134130,15,137
134130,16,202
134130,19,122
134130,22,307
134130,23,185
134130,24,113
134130,26,2061
134130,27,223
134130,30,429
134130,31,434
134130,38,50
134130,40,344
134130,42,681
134130,43,70
134130,45,1243
134130,50,484
134130,51,2370
134130,52,2531
134130,54,101
134130,99,19014
134228,12,14
134228,99,14
134237,09,651
134237,10,1156
134237,11,273
134237,13,59
134237,14,140
134237,15,299
134237,23,454
134237,30,1009
134237,50,3158
134237,52,283
134237,99,7482
134291,11,34
134291,12,11
134291,15,2
134291,43,207
134291,46,41
134291,47,63
134291,48,28
134291,51,13
134291,52,1
134291,99,400
134307,47,231
134307,99,231
134343,04,2
134343,09,18
134343,10,8
134343,11,32
134343,12,24
134343,13,3
134343,15,2
134343,19,7
134343,22,1
134343,24,381
134343,43,83
134343,50,4
134343,51,361
134343,52,27
134343,99,953
134422,22,4
134422,99,4
134495,01,20
134495,03,11
134495,04,9
134495,09,43
134495,10,25
134495,11,249
134495,12,25
134495,13,63
134495,15,92
134495,19,25
134495,22,46
134495,24,2681
134495,41,17
134495,43,351
134495,46,80
134495,47,32
134495,48,53
134495,50,11
134495,51,2252
134495,52,421
134495,99,6506
134510,13,13
134510,24,6
134510,39,4
134510,42,4
134510,52,1
134510,99,28
134529,12,236
134529,51,48
134529,99,284
134574,12,59
134574,51,91
134574,99,150
134608,01,24
134608,10,31
134608,11,214
134608,12,228
134608,13,58
134608,15,134
134608,19,15
134608,22,14
134608,24,1535
134608,26,46
134608,43,331
134608,44,109
134608,46,3
134608,48,9
134608,49,149
134608,50,6
134608,51,686
134608,52,450
134608,99,4042
134714,12,77
134714,51,24
134714,99,101
134945,09,11
134945,11,9
134945,13,29
134945,14,18
134945,16,1
134945,22,1
134945,23,5
134945,24,1
134945,26,37
134945,27,2
134945,30,32
134945,31,38
134945,38,3
134945,40,2
134945,42,24
134945,44,14
134945,45,32
134945,49,56
134945,50,61
134945,51,581
134945,52,195
134945,54,7
134945,99,1159
135081,09,2
135081,11,212
135081,12,49
135081,13,31
135081,14,28
135081,15,21
135081,22,98
135081,24,224
135081,26,46
135081,30,125
135081,31,120
135081,42,435
135081,43,286
135081,45,14
135081,50,26
135081,51,3347
135081,52,841
135081,99,5905
135142,12,301
135142,51,8
135142,99,309
135160,01,26
135160,03,9
135160,09,2
135160,10,4
135160,11,16
135160,12,62
135160,13,59
135160,15,18
135160,19,35
135160,24,329
135160,43,149
135160,48,34
135160,49,28
135160,50,1
135160,51,154
135160,52,10
135160,99,936
135179,01,19
135179,11,25
135179,12,87
135179,15,26
135179,43,158
135179,47,48
135179,48,75
135179,51,225
135179,52,19
135179,99,682
135188,11,18
135188,15,42
135188,24,651
135188,41,83
135188,43,5
135188,46,2
135188,51,109
135188,52,80
135188,99,990
135267,11,3
135267,12,43
135267,15,46
135267,19,5
135267,43,242
135267,46,81
135267,47,81
135267,48,33
135267,51,138
135267,99,672
135276,09,6
135276,10,5
135276,12,184
135276,15,50
135276,22,4
135276,46,46
135276,47,94
135276,48,65
135276,51,161
135276,99,615
135294,11,5
135294,12,64
135294,15,7
135294,19,58
135294,46,19
135294,47,20
135294,50,5
135294,51,86
135294,99,264
135337,12,64
135337,51,14
135337,99,78
135364,39,146
135364,99,146
135391,09,1
135391,11,79
135391,13,76
135391,15,22
135391,19,79
135391,22,5
135391,24,971
135391,41,28
135391,43,87
135391,46,3
135391,50,4
135391,51,355
135391,52,132
135391,99,1842
135407,10,13
135407,11,34
135407,12,229
135407,15,84
135407,19,9
135407,43,112
135407,46,41
135407,47,72
135407,48,57
135407,50,3
135407,51,160
135407,52,29
135407,99,843
135522,10,10
135522,11,19
135522,12,26
135522,15,28
135522,46,22
135522,47,57
135522,48,13
135522,51,116
135522,52,4
135522,99,295
135559,01,74
135559,99,74
135610,13,1
135610,39,7
135610,42,7
135610,51,8
135610,52,1
135610,99,24
135647,12,9
135647,15,16
135647,46,28
135647,47,36
135647,48,6
135647,49,74
135647,51,27
135647,99,196
135717,01,32
135717,04,7
135717,10,132
135717,11,654
135717,12,169
135717,13,140
135717,15,75
135717,19,60
135717,22,27
135717,24,6858
135717,26,58
135717,30,38
135717,41,10
135717,43,753
135717,46,6
135717,47,11
135717,49,54
135717,50,539
135717,51,1649
135717,52,3344
135717,99,14616
135726,03,172
135726,04,118
135726,05,5
135726,09,251
135726,11,85
135726,13,77
135726,14,253
135726,15,1
135726,16,10
135726,19,12
135726,22,562
135726,23,26
135726,24,37
135726,26,635
135726,27,118
135726,30,46
135726,31,118
135726,38,13
135726,40,71
135726,42,201
135726,43,7
135726,44,25
135726,45,292
135726,50,355
135726,51,942
135726,52,1090
135726,54,14
135726,99,5536
135735,09,18
135735,10,9
135735,11,24
135735,12,11
135735,15,25
135735,19,23
135735,46,84
135735,47,71
135735,48,59
135735,49,80
135735,50,10
135735,52,2
135735,99,416
136109,12,82
136109,99,82
136145,15,1
136145,19,16
136145,24,175
136145,43,30
136145,49,45
136145,51,101
136145,52,20
136145,99,388
136172,05,2
136172,09,192
136172,11,221
136172,13,337
136172,14,158
136172,15,58
136172,16,53
136172,23,66
136172,24,233
136172,26,168
136172,27,35
136172,30,182
136172,31,59
136172,38,9
136172,40,36
136172,42,361
136172,43,135
136172,44,33
136172,45,139
136172,50,91
136172,51,979
136172,52,722
136172,54,51
136172,99,4320
136215,03,35
136215,09,25
136215,11,161
136215,13,648
136215,14,4
136215,19,70
136215,22,251
136215,23,12
136215,24,12
136215,26,510
136215,27,2
136215,30,67
136215,31,84
136215,38,1
136215,40,15
136215,42,660
136215,43,79
136215,44,53
136215,45,23
136215,50,14
136215,51,2804
136215,52,584
136215,54,3
136215,99,6117
136233,04,1
136233,11,37
136233,12,9
136233,13,52
136233,15,10
136233,19,10
136233,22,2
136233,24,736
136233,31,15
136233,43,100
136233,47,4
136233,48,45
136233,50,2
136233,51,228
136233,52,108
136233,99,1359
136303,50,4
136303,51,158
136303,99,162
136330,09,16
136330,11,4
136330,13,22
136330,22,6
136330,23,6
136330,24,11
136330,26,20
136330,27,1
136330,30,4
136330,31,24
136330,38,7
136330,39,46
136330,40,9
136330,42,47
136330,45,3
136330,50,36
136330,51,250
136330,52,180
136330,54,4
136330,99,696
136358,01,6
136358,03,12
136358,11,175
136358,12,251
136358,13,29
136358,15,75
136358,19,35
136358,22,23
136358,24,2632
136358,41,4
136358,43,172
136358,44,60
136358,46,10
136358,47,81
136358,48,21
136358,50,45
136358,51,945
136358,52,412
136358,99,4988
136400,09,7
136400,10,7
136400,11,98
136400,13,7
136400,15,41
136400,22,18
136400,24,956
136400,43,112
136400,48,8
136400,49,1
136400,50,2
136400,51,384
136400,52,209
136400,99,1850
136473,01,12
136473,04,8
136473,11,169
136473,12,190
136473,13,9
136473,15,38
136473,19,14
136473,22,5
136473,24,881
136473,30,8
136473,31,3
136473,43,31
136473,46,6
136473,47,2
136473,48,9
136473,49,63
136473,50,6
136473,51,475
136473,52,255
136473,99,2184
136491,10,5
136491,11,30
136491,12,70
136491,15,18
136491,19,138
136491,46,51
136491,47,95
136491,48,54
136491,50,8
136491,51,45
136491,52,10
136491,99,524
136516,09,1
136516,10,17
136516,11,32
136516,13,65
136516,15,45
136516,19,48
136516,24,984
136516,43,170
136516,47,2
136516,49,49
136516,51,280
136516,52,273
136516,99,1966
136659,11,24
136659,12,4
136659,15,13
136659,46,18
136659,47,13
136659,48,26
136659,51,25
136659,99,123
136701,38,8
136701,39,23
136701,99,31
136765,11,7
136765,12,108
136765,15,16
136765,46,23
136765,47,32
136765,48,27
136765,49,12
136765,51,42
136765,52,9
136765,99,276
136774,10,124
136774,23,6
136774,50,244
136774,99,374
136826,11,5
136826,12,73
136826,15,45
136826,19,3
136826,47,65
136826,48,13
136826,50,1
136826,51,81
136826,99,286
136950,03,14
136950,05,2
136950,09,69
136950,11,20
136950,13,35
136950,14,3
136950,16,6
136950,23,23
136950,24,6
136950,26,34
136950,27,10
136950,38,6
136950,40,16
136950,42,62
136950,45,86
136950,50,47
136950,51,39
136950,52,353
136950,54,8
136950,99,839
137023,01,6
137023,12,123
137023,15,43
137023,43,86
137023,47,49
137023,48,23
137023,51,139
137023,99,469
137032,09,13
137032,11,252
137032,13,299
137032,14,7
137032,23,18
137032,24,134
137032,26,29
137032,27,5
137032,30,16
137032,31,19
137032,38,4
137032,39,28
137032,42,212
137032,43,449
137032,44,152
137032,45,39
137032,50,5
137032,51,30
137032,52,896
137032,54,5
137032,99,2612
137078,01,71
137078,03,42
137078,04,15
137078,09,9
137078,10,32
137078,11,674
137078,12,53
137078,13,161
137078,15,66
137078,19,44
137078,22,48
137078,24,2728
137078,26,27
137078,30,9
137078,41,23
137078,43,363
137078,44,20
137078,50,47
137078,51,990
137078,52,578
137078,99,6000
137087,10,7
137087,11,12
137087,12,80
137087,15,68
137087,19,101
137087,43,11
137087,46,47
137087,47,54
137087,48,25
137087,49,58
137087,50,7
137087,51,101
137087,99,571
137096,01,23
137096,11,275
137096,13,31
137096,15,19
137096,19,3
137096,22,6
137096,24,1790
137096,26,7
137096,41,1
137096,43,42
137096,46,44
137096,47,14
137096,48,19
137096,50,8
137096,51,558
137096,52,116
137096,99,2956
137120,10,13
137120,11,20
137120,12,113
137120,15,27
137120,43,114
137120,46,23
137120,47,64
137120,48,4
137120,51,233
137120,52,8
137120,99,619
137209,09,37
137209,10,22
137209,11,299
137209,12,2
137209,13,54
137209,15,436
137209,19,33
137209,22,34
137209,24,1720
137209,41,356
137209,43,252
137209,46,28
137209,47,28
137209,50,202
137209,51,869
137209,52,1006
137209,99,5378
137245,11,88
137245,12,277
137245,15,37
137245,19,88
137245,22,8
137245,46,51
137245,47,101
137245,49,198
137245,51,251
137245,52,38
137245,99,1137
137272,38,16
137272,39,1
137272,99,17
137281,11,37
137281,13,43
137281,15,43
137281,24,630
137281,43,75
137281,50,16
137281,51,272
137281,52,111
137281,99,1227
137315,01,1
137315,11,8
137315,12,15
137315,13,13
137315,15,18
137315,24,215
137315,43,54
137315,46,20
137315,47,10
137315,48,1
137315,51,180
137315,52,53
137315,99,588
137351,03,149
137351,04,61
137351,05,14
137351,09,536
137351,11,873
137351,13,499
137351,14,892
137351,15,61
137351,16,85
137351,23,198
137351,24,416
137351,25,112
137351,26,1545
137351,27,98
137351,30,94
137351,31,45
137351,38,30
137351,40,169
137351,42,1002
137351,43,66
137351,44,319
137351,45,1163
137351,50,214
137351,51,3167
137351,52,2289
137351,54,148
137351,99,14245
137476,09,8
137476,11,20
137476,13,125
137476,22,345
137476,23,3
137476,24,1
137476,26,21
137476,30,2
137476,31,1
137476,38,21
137476,39,4
137476,40,1
137476,42,24
137476,43,56
137476,45,7
137476,51,325
137476,52,258
137476,99,1222
137546,03,18
137546,05,10
137546,09,25
137546,11,47
137546,13,65
137546,16,13
137546,22,302
137546,23,32
137546,26,47
137546,27,7
137546,31,6
137546,38,5
137546,40,10
137546,42,45
137546,44,12
137546,45,79
137546,50,79
137546,51,106
137546,52,313
137546,54,9
137546,99,1230
137564,09,63
137564,13,118
137564,22,9
137564,23,6
137564,24,85
137564,26,23
137564,27,2
137564,30,31
137564,31,76
137564,39,473
137564,42,91
137564,43,24
137564,44,108
137564,45,5
137564,49,1
137564,50,42
137564,51,65
137564,52,300
137564,54,5
137564,99,1527
137591,12,163
137591,51,18
137591,99,181
137713,11,4
137713,12,27
137713,15,3
137713,46,6
137713,47,5
137713,48,5
137713,51,76
137713,99,126
137759,11,101
137759,13,28
137759,15,43
137759,19,81
137759,22,15
137759,24,2107
137759,31,4
137759,43,267
137759,47,4
137759,48,10
137759,49,37
137759,51,318
137759,52,44
137759,99,3059
137777,38,7
137777,99,7
137847,03,25
137847,09,232
137847,10,9
137847,11,119
137847,13,88
137847,16,6
137847,23,17
137847,24,9
137847,26,246
137847,27,28
137847,30,16
137847,31,90
137847,38,10
137847,40,16
137847,42,111
137847,43,16
137847,45,230
137847,50,100
137847,51,320
137847,52,783
137847,54,16
137847,99,2487
137856,15,25
137856,47,20
137856,48,19
137856,49,3
137856,51,51
137856,99,118
137865,11,21
137865,12,33
137865,15,36
137865,46,6
137865,47,36
137865,48,39
137865,51,63
137865,52,1
137865,99,235
137953,13,10
137953,24,2
137953,30,20
137953,39,46
137953,43,5
137953,52,14
137953,99,97
137962,13,3
137962,24,3
137962,39,12
137962,42,16
137962,52,12
137962,99,46
138187,01,127
138187,09,57
138187,10,142
138187,11,1456
138187,12,399
138187,13,81
138187,15,372
138187,22,52
138187,24,6534
138187,41,46
138187,43,509
138187,50,171
138187,51,1061
138187,52,5329
138187,99,16336
138275,01,14
138275,09,5
138275,13,28
138275,23,1
138275,24,18
138275,26,6
138275,31,16
138275,39,10
138275,42,3
138275,43,16
138275,44,6
138275,52,59
138275,99,182
138284,09,3
138284,10,6
138284,11,11
138284,12,10
138284,15,6
138284,43,75
138284,46,10
138284,47,8
138284,48,13
138284,49,9
138284,51,71
138284,99,222
138293,09,11
138293,11,3
138293,13,2
138293,31,60
138293,42,4
138293,43,28
138293,51,4
138293,52,50
138293,99,162
138309,11,102
138309,13,590
138309,14,13
138309,22,58
138309,43,46
138309,44,84
138309,50,71
138309,51,2323
138309,52,510
138309,99,3797
138354,03,48
138354,09,125
138354,11,288
138354,13,624
138354,14,133
138354,15,26
138354,22,45
138354,23,54
138354,24,551
138354,26,163
138354,27,44
138354,30,44
138354,31,124
138354,38,5
138354,40,22
138354,42,190
138354,43,57
138354,44,53
138354,45,126
138354,50,80
138354,51,835
138354,52,515
138354,54,49
138354,99,4201
138372,01,27
138372,12,154
138372,15,15
138372,46,41
138372,47,22
138372,48,13
138372,51,37
138372,99,309
138479,09,19
138479,10,17
138479,11,55
138479,12,66
138479,13,19
138479,15,19
138479,19,9
138479,22,7
138479,43,105
138479,46,28
138479,47,44
138479,48,44
138479,50,84
138479,51,151
138479,52,17
138479,99,684
138488,09,11
138488,11,19
138488,46,24
138488,50,6
138488,51,104
138488,52,8
138488,99,172
138497,11,19
138497,12,43
138497,15,39
138497,43,133
138497,46,15
138497,47,7
138497,48,38
138497,51,42
138497,99,336
138558,01,175
138558,03,35
138558,13,41
138558,23,8
138558,24,138
138558,26,36
138558,30,5
138558,45,18
138558,50,3
138558,51,160
138558,52,30
138558,99,649
138600,05,6
138600,09,5
138600,14,3
138600,16,6
138600,23,12
138600,26,35
138600,27,7
138600,30,12
138600,38,5
138600,40,7
138600,42,26
138600,45,40
138600,50,14
138600,51,19
138600,52,22
138600,54,3
138600,99,222
138655,11,2
138655,47,56
138655,51,22
138655,52,50
138655,99,130
138664,51,2
138664,52,11
138664,99,13
138682,01,3
138682,11,95
138682,12,148
138682,13,45
138682,15,18
138682,19,37
138682,24,61
138682,41,14
138682,43,118
138682,46,57
138682,47,116
138682,48,43
138682,49,132
138682,50,31
138682,51,300
138682,52,451
138682,99,1669
138716,09,17
138716,11,21
138716,13,233
138716,22,1
138716,23,4
138716,24,383
138716,26,45
138716,27,1
138716,30,7
138716,40,3
138716,42,40
138716,43,118
138716,44,75
138716,45,20
138716,50,12
138716,51,363
138716,52,101
138716,54,2
138716,99,1446
138761,01,1
138761,13,3
138761,24,4
138761,26,1
138761,43,3
138761,45,1
138761,50,2
138761,51,16
138761,52,21
138761,99,52
138822,12,367
138822,51,39
138822,99,406
138840,10,6
138840,11,349
138840,12,266
138840,13,87
138840,15,19
138840,19,124
138840,22,12
138840,24,988
138840,41,101
138840,43,57
138840,46,193
138840,47,303
138840,48,85
138840,49,59
138840,50,97
138840,51,531
138840,52,361
138840,99,3638
138868,11,3
138868,13,4
138868,19,19
138868,26,11
138868,30,2
138868,31,15
138868,39,18
138868,42,23
138868,43,11
138868,44,1
138868,45,3
138868,50,1
138868,51,26
138868,52,58
138868,54,1
138868,99,196
138901,11,60
138901,24,130
138901,26,6
138901,30,1
138901,38,10
138901,43,17
138901,50,3
138901,51,2
138901,52,60
138901,99,289
138929,22,86
138929,99,86
138938,12,152
138938,51,66
138938,99,218
138947,05,3
138947,09,100
138947,11,24
138947,13,53
138947,16,1
138947,23,12
138947,24,5
138947,26,26
138947,27,6
138947,38,2
138947,40,9
138947,42,57
138947,43,41
138947,44,63
138947,45,28
138947,50,47
138947,51,17
138947,52,132
138947,54,7
138947,99,633
138956,01,34
138956,10,3
138956,11,203
138956,12,128
138956,13,29
138956,15,45
138956,19,32
138956,22,3
138956,24,55
138956,31,13
138956,41,16
138956,43,59
138956,46,170
138956,47,117
138956,48,109
138956,50,38
138956,51,232
138956,52,130
138956,99,1416
139144,03,8
139144,09,32
139144,11,1
139144,13,84
139144,15,3
139144,16,6
139144,23,11
139144,26,102
139144,27,6
139144,30,19
139144,31,39
139144,38,10
139144,40,21
139144,42,42
139144,45,23
139144,50,12
139144,51,24
139144,52,105
139144,54,7
139144,99,555
139153,38,8
139153,39,3
139153,52,23
139153,99,34
139199,09,11
139199,13,148
139199,22,1
139199,23,2
139199,24,45
139199,26,4
139199,30,15
139199,31,5
139199,42,57
139199,45,1
139199,50,44
139199,51,317
139199,52,103
139199,99,753
139205,11,4
139205,13,5
139205,23,1
139205,24,48
139205,31,4
139205,38,6
139205,39,1
139205,42,11
139205,43,13
139205,52,30
139205,54,3
139205,99,126
139250,03,10
139250,05,13
139250,12,6
139250,13,33
139250,24,194
139250,26,33
139250,27,1
139250,30,27
139250,42,26
139250,43,23
139250,44,4
139250,51,128
139250,52,92
139250,99,590
139278,11,78
139278,12,321
139278,13,29
139278,15,73
139278,19,117
139278,24,20
139278,43,65
139278,46,34
139278,47,338
139278,48,328
139278,49,194
139278,50,18
139278,51,501
139278,52,247
139278,99,2363
139311,09,21
139311,11,76
139311,13,30
139311,16,2
139311,22,45
139311,23,14
139311,24,93
139311,26,49
139311,27,6
139311,30,7
139311,31,9
139311,40,5
139311,42,97
139311,43,25
139311,44,31
139311,45,13
139311,50,39
139311,51,289
139311,52,334
139311,54,15
139311,99,1200
139348,39,64
139348,99,64
139357,11,103
139357,12,111
139357,13,8
139357,15,13
139357,19,52
139357,22,9
139357,23,39
139357,24,76
139357,26,4
139357,31,4
139357,43,43
139357,46,28
139357,47,425
139357,48,93
139357,51,464
139357,52,196
139357,99,1668
139366,03,6
139366,05,1
139366,09,56
139366,11,147
139366,13,289
139366,14,7
139366,16,7
139366,23,28
139366,24,25
139366,26,59
139366,27,7
139366,30,33
139366,31,47
139366,40,18
139366,42,46
139366,43,167
139366,45,61
139366,50,110
139366,51,306
139366,52,231
139366,54,16
139366,99,1667
139384,01,21
139384,11,120
139384,12,256
139384,13,52
139384,15,140
139384,19,114
139384,23,28
139384,43,103
139384,44,17
139384,46,86
139384,47,578
139384,48,224
139384,49,56
139384,51,730
139384,52,711
139384,99,3236
139393,11,7
139393,13,38
139393,16,2
139393,23,8
139393,26,11
139393,27,1
139393,30,11
139393,31,7
139393,38,4
139393,39,4
139393,40,4
139393,42,17
139393,45,27
139393,50,18
139393,52,17
139393,54,5
139393,99,181
139463,09,24
139463,11,14
139463,13,50
139463,15,13
139463,23,18
139463,24,102
139463,26,42
139463,27,5
139463,30,13
139463,40,8
139463,42,24
139463,43,39
139463,44,18
139463,50,1
139463,51,189
139463,52,143
139463,54,10
139463,99,713
139506,12,40
139506,99,40
139579,11,1
139579,42,1
139579,44,1
139579,51,229
139579,52,19
139579,99,251
139621,09,1
139621,13,27
139621,24,90
139621,26,5
139621,27,1
139621,30,3
139621,42,27
139621,43,33
139621,45,14
139621,50,2
139621,51,2
139621,52,32
139621,54,2
139621,99,239
139630,01,7
139630,09,6
139630,11,3
139630,13,24
139630,22,1
139630,23,1
139630,24,8
139630,26,10
139630,27,2
139630,31,20
139630,39,8
139630,42,11
139630,43,6
139630,50,2
139630,51,2
139630,52,31
139630,54,1
139630,99,143
139658,03,41
139658,05,20
139658,09,1
139658,11,113
139658,14,46
139658,16,22
139658,22,325
139658,23,46
139658,24,7
139658,26,674
139658,27,159
139658,30,30
139658,31,62
139658,38,62
139658,39,141
139658,40,143
139658,42,147
139658,44,3
139658,45,287
139658,50,63
139658,51,1452
139658,52,936
139658,54,33
139658,99,4813
139700,24,599
139700,43,23
139700,51,209
139700,52,25
139700,99,856
139719,01,50
139719,09,7
139719,11,15
139719,13,53
139719,15,16
139719,19,6
139719,24,18
139719,26,34
139719,27,8
139719,40,7
139719,42,32
139719,43,26
139719,44,20
139719,45,9
139719,50,3
139719,51,53
139719,52,62
139719,54,1
139719,99,420
139746,51,44
139746,99,44
139755,04,215
139755,09,73
139755,11,4359
139755,14,3630
139755,15,18
139755,16,45
139755,26,342
139755,27,253
139755,30,89
139755,40,186
139755,42,54
139755,44,70
139755,45,144
139755,50,15
139755,51,16
139755,52,1891
139755,54,20
139755,99,11420
139764,09,5
139764,11,29
139764,13,395
139764,23,2
139764,24,9
139764,26,4
139764,27,2
139764,30,1
139764,31,4
139764,40,1
139764,42,29
139764,43,10
139764,45,12
139764,50,9
139764,51,111
139764,52,217
139764,54,10
139764,99,850
139861,03,23
139861,09,93
139861,11,88
139861,13,433
139861,16,5
139861,22,4
139861,23,34
139861,24,2
139861,26,58
139861,27,4
139861,30,5
139861,31,89
139861,38,4
139861,40,9
139861,42,101
139861,43,29
139861,44,33
139861,45,32
139861,50,49
139861,51,266
139861,52,358
139861,54,19
139861,99,1738
139931,03,1
139931,05,3
139931,09,113
139931,11,249
139931,13,959
139931,14,368
139931,15,119
139931,16,29
139931,19,122
139931,23,98
139931,24,157
139931,26,222
139931,27,22
139931,31,371
139931,38,14
139931,40,68
139931,42,336
139931,44,12
139931,45,280
139931,50,130
139931,51,755
139931,52,929
139931,54,30
139931,99,5387
139940,03,7
139940,05,28
139940,09,203
139940,11,959
139940,13,625
139940,15,3
139940,16,155
139940,19,3
139940,22,228
139940,23,108
139940,26,554
139940,27,141
139940,30,520
139940,31,43
139940,38,65
139940,40,206
139940,42,585
139940,43,195
139940,44,198
139940,45,537
139940,50,523
139940,51,839
139940,52,1736
139940,54,61
139940,99,8522
139959,01,513
139959,03,172
139959,04,55
139959,05,54
139959,09,970
139959,11,389
139959,13,893
139959,14,489
139959,16,159
139959,19,352
139959,22,369
139959,23,119
139959,24,6
139959,26,1029
139959,27,142
139959,30,482
139959,31,305
139959,38,56
139959,40,124
139959,42,684
139959,43,101
139959,44,325
139959,45,832
139959,50,384
139959,51,710
139959,52,3203
139959,54,76
139959,99,12993
139968,09,4
139968,11,18
139968,13,35
139968,14,8
139968,23,6
139968,24,74
139968,26,30
139968,27,1
139968,30,7
139968,40,2
139968,42,33
139968,43,9
139968,44,30
139968,45,2
139968,50,12
139968,51,108
139968,52,85
139968,54,6
139968,99,470
139986,01,27
139986,10,36
139986,11,164
139986,12,194
139986,13,71
139986,15,5
139986,19,184
139986,22,46
139986,23,434
139986,24,1115
139986,41,35
139986,43,114
139986,46,61
139986,47,180
139986,48,119
139986,49,113
139986,50,44
139986,51,554
139986,52,482
139986,99,3978
139995,12,55
139995,99,55
140003,22,4
140003,51,42
140003,99,46
140012,01,92
140012,10,27
140012,11,535
140012,12,69
140012,13,66
140012,15,122
140012,19,88
140012,24,725
140012,31,3
140012,41,33
140012,43,37
140012,46,102
140012,47,530
140012,48,81
140012,50,85
140012,51,400
140012,52,584
140012,99,3579
140146,39,46
140146,99,46
140234,13,46
140234,16,1
140234,23,3
140234,24,2
140234,26,13
140234,27,2
140234,31,11
140234,42,8
140234,45,12
140234,50,14
140234,51,41
140234,52,26
140234,54,6
140234,99,185
140243,01,10
140243,11,54
140243,12,217
140243,13,31
140243,15,64
140243,19,131
140243,23,33
140243,41,42
140243,43,107
140243,46,74
140243,47,308
140243,48,134
140243,49,24
140243,50,41
140243,51,529
140243,52,246
140243,99,2045
140252,11,15
140252,19,1
140252,24,32
140252,26,82
140252,30,3
140252,42,79
140252,45,11
140252,51,457
140252,52,32
140252,99,712
140331,01,74
140331,10,127
140331,11,618
140331,12,122
140331,13,69
140331,15,140
140331,19,131
140331,23,714
140331,41,257
140331,43,126
140331,46,2
140331,47,609
140331,48,226
140331,49,82
140331,50,190
140331,51,648
140331,52,568
140331,99,4703
140340,11,17
140340,22,9
140340,24,33
140340,30,2
140340,43,4
140340,51,83
140340,52,46
140340,99,194
140447,05,1
140447,09,48
140447,11,47
140447,13,307
140447,14,192
140447,15,19
140447,16,15
140447,22,123
140447,23,10
140447,24,15
140447,26,138
140447,27,6
140447,30,6
140447,38,4
140447,39,40
140447,40,19
140447,42,113
140447,43,26
140447,44,41
140447,45,41
140447,50,26
140447,51,922
140447,52,509
140447,54,9
140447,99,2677
140553,05,9
140553,09,6
140553,11,17
140553,14,18
140553,16,1
140553,23,8
140553,26,32
140553,27,5
140553,30,1
140553,31,23
140553,38,9
140553,40,7
140553,42,16
140553,45,65
140553,50,48
140553,52,128
140553,54,5
140553,99,398
140562,26,48
140562,51,198
140562,99,246
140571,24,4
140571,42,4
140571,50,2
140571,52,7
140571,99,17
140678,01,10
140678,11,18
140678,12,147
140678,13,20
140678,15,10
140678,19,77
140678,23,1
140678,24,62
140678,41,4
140678,43,35
140678,46,103
140678,47,149
140678,48,81
140678,49,86
140678,50,29
140678,51,220
140678,52,176
140678,99,1228
140696,09,27
140696,14,5
140696,16,1
140696,23,5
140696,24,1
140696,26,37
140696,30,8
140696,38,2
140696,40,4
140696,42,26
140696,44,1
140696,45,22
140696,50,40
140696,52,54
140696,54,1
140696,99,234
140720,09,1
140720,23,1
140720,26,1
140720,42,3
140720,45,2
140720,52,14
140720,99,22
140818,03,2
140818,09,12
140818,11,1
140818,13,330
140818,14,2
140818,24,1
140818,26,14
140818,27,2
140818,30,4
140818,31,6
140818,38,1
140818,40,1
140818,42,7
140818,43,16
140818,45,3
140818,50,13
140818,51,91
140818,52,60
140818,54,4
140818,99,570
140827,50,28
140827,99,28
140872,09,10
140872,13,41
140872,23,12
140872,24,2
140872,26,14
140872,30,3
140872,31,60
140872,42,13
140872,43,23
140872,44,7
140872,45,8
140872,50,12
140872,51,44
140872,52,77
140872,54,8
140872,99,334
140942,11,87
140942,12,224
140942,13,23
140942,15,33
140942,19,37
140942,22,11
140942,24,225
140942,41,60
140942,43,94
140942,46,37
140942,47,418
140942,48,239
140942,49,164
140942,50,29
140942,51,386
140942,52,133
140942,99,2200
140951,01,7
140951,04,95
140951,09,476
140951,10,689
140951,11,49
140951,14,160
140951,15,31
140951,19,94
140951,23,38
140951,30,91
140951,50,1789
140951,52,141
140951,99,3660
140960,05,1
140960,09,30
140960,11,18
140960,13,13
140960,15,39
140960,23,6
140960,24,53
140960,26,106
140960,27,8
140960,30,17
140960,40,4
140960,42,15
140960,43,61
140960,44,75
140960,45,19
140960,50,9
140960,52,135
140960,54,1
140960,99,610
140988,09,3
140988,11,6
140988,13,81
140988,23,3
140988,24,18
140988,26,10
140988,27,1
140988,30,16
140988,31,21
140988,38,8
140988,39,1
140988,40,3
140988,42,13
140988,43,12
140988,44,10
140988,50,11
140988,51,28
140988,52,115
140988,54,2
140988,99,362
141006,01,15
141006,11,139
141006,12,103
141006,13,31
141006,15,28
141006,19,37
141006,31,35
141006,43,146
141006,46,93
141006,47,262
141006,48,114
141006,49,239
141006,51,110
141006,52,141
141006,99,1493
141060,03,2
141060,05,13
141060,11,16
141060,13,16
141060,14,1
141060,16,4
141060,23,25
141060,26,45
141060,27,11
141060,30,27
141060,38,3
141060,40,11
141060,42,63
141060,44,1
141060,45,108
141060,50,32
141060,51,39
141060,52,410
141060,54,3
141060,99,830
141167,03,3
141167,13,237
141167,24,11
141167,26,13
